Date,Anomaly
1982-09-01,0.22166666666666668
1982-10-01,0.22333333333333333
1982-11-01,0.223
1982-12-01,0.22883333333333333
1983-01-01,0.235
1983-02-01,0.24000000000000002
1983-03-01,0.24333333333333335
1983-04-01,0.2455
1983-05-01,0.25000000000000006
1983-06-01,0.25433333333333336
1983-07-01,0.25666666666666665
1983-08-01,0.264
1983-09-01,0.2693333333333333
1983-10-01,0.2721666666666666
1983-11-01,0.2751666666666666
1983-12-01,0.27716666666666673
1984-01-01,0.2796666666666667
1984-02-01,0.2836666666666667
1984-03-01,0.286
1984-04-01,0.28633333333333333
1984-05-01,0.29
1984-06-01,0.28850000000000003
1984-07-01,0.28950000000000004
1984-08-01,0.2895
1984-09-01,0.2888333333333334
1984-10-01,0.287
1984-11-01,0.2836666666666667
1984-12-01,0.2755
1985-01-01,0.274
1985-02-01,0.267
1985-03-01,0.2648333333333333
1985-04-01,0.2615
1985-05-01,0.25833333333333336
1985-06-01,0.25716666666666665
1985-07-01,0.2526666666666667
1985-08-01,0.25083333333333335
1985-09-01,0.24933333333333335
1985-10-01,0.24833333333333335
1985-11-01,0.24583333333333338
1985-12-01,0.24500000000000002
1986-01-01,0.24116666666666667
1986-02-01,0.2406666666666667
1986-03-01,0.2381666666666667
1986-04-01,0.23683333333333334
1986-05-01,0.2366666666666667
1986-06-01,0.2341666666666667
1986-07-01,0.23166666666666666
1986-08-01,0.22916666666666669
1986-09-01,0.22766666666666666
1986-10-01,0.22633333333333333
1986-11-01,0.22383333333333333
1986-12-01,0.21983333333333333
1987-01-01,0.22400000000000003
1987-02-01,0.22699999999999998
1987-03-01,0.2295
1987-04-01,0.23133333333333334
1987-05-01,0.2336666666666667
1987-06-01,0.238
1987-07-01,0.24283333333333335
1987-08-01,0.2461666666666667
1987-09-01,0.24949999999999997
1987-10-01,0.25216666666666665
1987-11-01,0.25366666666666665
1987-12-01,0.25366666666666665
1988-01-01,0.2546666666666667
1988-02-01,0.25466666666666665
1988-03-01,0.2563333333333333
1988-04-01,0.25916666666666666
1988-05-01,0.2605
1988-06-01,0.26266666666666666
1988-07-01,0.26483333333333337
1988-08-01,0.2655
1988-09-01,0.265
1988-10-01,0.26716666666666666
1988-11-01,0.26366666666666666
1988-12-01,0.2645
1989-01-01,0.26116666666666666
1989-02-01,0.26316666666666666
